out,row_names
18,GBAA4790
18,GBAA4958
18,GBAA5055
18,GBAA5286
18,GBAA5450
18,GBAA5481
18,GBAA5571
18,GBAA5628
18,GBAA5646
19,GBAA0038
19,GBAA0039
19,GBAA0216
19,GBAA0421
19,GBAA0532
19,GBAA0862
19,GBAA1921
19,GBAA2750
19,GBAA2881
19,GBAA3428
19,GBAA3432
19,GBAA3593
19,GBAA3891
19,GBAA3921
19,GBAA4746
19,GBAA5559
19,GBAA5703
20,GBAA0041
20,GBAA0146
20,GBAA0190
20,GBAA0273
20,GBAA0275
20,GBAA0277
20,GBAA0278
20,GBAA0279
20,GBAA0319
20,GBAA0419
20,GBAA0480
20,GBAA0527
20,GBAA0787
20,GBAA0790
20,GBAA0803
20,GBAA0806
20,GBAA0807
20,GBAA0870
20,GBAA0919
20,GBAA0935
20,GBAA0951
20,GBAA1023_S
20,GBAA1090
20,GBAA1092
20,GBAA1145
20,GBAA1146
20,GBAA1147
20,GBAA1149
20,GBAA1219
20,GBAA1220
20,GBAA1221
20,GBAA1224
20,GBAA1225
20,GBAA1226
20,GBAA1227
20,GBAA1228
20,GBAA1229
20,GBAA1230
20,GBAA1231
20,GBAA1235
20,GBAA1238
20,GBAA1259
20,GBAA1392
20,GBAA1411
20,GBAA1439
20,GBAA1489
20,GBAA1500
20,GBAA1514
20,GBAA1522
20,GBAA1524
20,GBAA1530
20,GBAA1585
20,GBAA1626
20,GBAA1627
20,GBAA1729
20,GBAA1731
20,GBAA1764
20,GBAA1796
20,GBAA1844
20,GBAA1845
20,GBAA2018
20,GBAA2055
20,GBAA2073
20,GBAA2101
20,GBAA2185
20,GBAA2274
20,GBAA2275
20,GBAA2283
20,GBAA2305
20,GBAA2337
20,GBAA2380
20,GBAA2462
20,GBAA2463
20,GBAA2464
20,GBAA2466
20,GBAA2474
20,GBAA2490
20,GBAA2491
20,GBAA2541
20,GBAA2542
20,GBAA2589
20,GBAA2640
20,GBAA2642
20,GBAA2659
20,GBAA2704
20,GBAA2739
20,GBAA2740
20,GBAA2759
20,GBAA2784
20,GBAA2785
20,GBAA2871
20,GBAA2872
20,GBAA2874
20,GBAA2893
20,GBAA2976
20,GBAA2977
20,GBAA2981
20,GBAA2983
20,GBAA2999
20,GBAA3004
20,GBAA3012
20,GBAA3051
20,GBAA3064
20,GBAA3116
20,GBAA3119
20,GBAA3120
20,GBAA3124
20,GBAA3158
20,GBAA3190
20,GBAA3191
20,GBAA3196
20,GBAA3325
20,GBAA3359
20,GBAA3381
20,GBAA3385
20,GBAA3403
20,GBAA3419
20,GBAA3475
20,GBAA3538
20,GBAA3577
20,GBAA3578
20,GBAA3579
20,GBAA3580
20,GBAA3581
20,GBAA3582
20,GBAA3583
20,GBAA3585
20,GBAA3606
20,GBAA3612
20,GBAA3614
20,GBAA3839
20,GBAA3871
20,GBAA3878
20,GBAA3882
20,GBAA3885
20,GBAA3941
20,GBAA4041
20,GBAA4042
20,GBAA4061
20,GBAA4179
20,GBAA4199
20,GBAA4285
20,GBAA4335
20,GBAA4350
20,GBAA4372
20,GBAA4532
20,GBAA4583
20,GBAA4606
20,GBAA4634
20,GBAA4644
20,GBAA4653
20,GBAA4744
20,GBAA4745
20,GBAA4965
20,GBAA4966
20,GBAA4985
20,GBAA5047
20,GBAA5052
20,GBAA5117
20,GBAA5129
20,GBAA5142
20,GBAA5144
20,GBAA5156
20,GBAA5285
20,GBAA5371
20,GBAA5434
20,GBAA5438
20,GBAA5440
20,GBAA5441
20,GBAA5447
20,GBAA5449
20,GBAA5521
21,GBAA0042
21,GBAA0518
21,GBAA0519
21,GBAA0830
21,GBAA0858
21,GBAA1173
21,GBAA1222
21,GBAA1234
21,GBAA1237
21,GBAA1339
21,GBAA1346
21,GBAA1454
21,GBAA1521
21,GBAA1581
21,GBAA1641
21,GBAA1732
21,GBAA1772
21,GBAA1793
21,GBAA1866
21,GBAA1895
21,GBAA1896
21,GBAA1990
21,GBAA1991
21,GBAA2210
21,GBAA2211
21,GBAA2322
21,GBAA2455
21,GBAA2456
21,GBAA2492
21,GBAA2630
21,GBAA2643
21,GBAA2831
21,GBAA2832
21,GBAA2835
21,GBAA2910
21,GBAA3114
21,GBAA3127
21,GBAA3130
21,GBAA3204
21,GBAA3215
21,GBAA3218
21,GBAA3447
21,GBAA3452
21,GBAA3453
21,GBAA3454
21,GBAA3455
21,GBAA3455_X
21,GBAA3456
21,GBAA3611
21,GBAA3678
21,GBAA3681
21,GBAA3783
21,GBAA3786
21,GBAA3821
21,GBAA3827
21,GBAA3862
21,GBAA3883
21,GBAA4089
21,GBAA4352
21,GBAA4353
21,GBAA4391
21,GBAA4594
21,GBAA4620
21,GBAA4661
21,GBAA4720
21,GBAA4724
21,GBAA4859
21,GBAA4978
21,GBAA4999
21,GBAA5114
21,GBAA5150
21,GBAA5251
21,GBAA5303
21,GBAA5304
21,GBAA5306
21,GBAA5338
21,GBAA5361
21,GBAA5373
21,GBAA5493
21,GBAA_PXO1_0021
22,GBAA0043
22,GBAA0310
22,GBAA0615
22,GBAA0855
22,GBAA0856
22,GBAA1298
22,GBAA1299
22,GBAA1300
22,GBAA2886
22,GBAA3261
22,GBAA3430
22,GBAA3431
22,GBAA3433
22,GBAA3835
22,GBAA3849
22,GBAA3913
22,GBAA3916
22,GBAA3917
22,GBAA3918
22,GBAA3919
22,GBAA3953
22,GBAA3954
22,GBAA4031
22,GBAA4032
22,GBAA4181
22,GBAA4182
22,GBAA4183
22,GBAA4184
22,GBAA4200
22,GBAA4325
22,GBAA4565
22,GBAA4608
22,GBAA4613
22,GBAA4672
22,GBAA4929
22,GBAA5056
22,GBAA5312
22,GBAA5364
22,GBAA5365
22,GBAA5366
22,GBAA5556
22,GBAA5583
22,GBAA5617
22,GBAA5619
22,GBAA5636
22,GBAA5643
22,GBAA5709
22,GBAA5720
23,GBAA0046
23,GBAA0069
23,GBAA0070
23,GBAA0071
23,GBAA0072
23,GBAA0073
23,GBAA0090
23,GBAA0126
23,GBAA0127
23,GBAA0128
23,GBAA0129
23,GBAA0291
23,GBAA0294
23,GBAA0309
23,GBAA0331
23,GBAA0380
23,GBAA0486
23,GBAA0570
23,GBAA0621
23,GBAA0643
23,GBAA0644
23,GBAA0668
23,GBAA1191
23,GBAA1195
23,GBAA1275
23,GBAA1286
23,GBAA1408
23,GBAA1595
23,GBAA1629
23,GBAA1706
23,GBAA1808
23,GBAA1823
23,GBAA1977
23,GBAA1978
23,GBAA2010
23,GBAA2020
23,GBAA2063
23,GBAA2366
23,GBAA2367
23,GBAA2855
23,GBAA2901
23,GBAA3162
23,GBAA3415
23,GBAA3792
23,GBAA3924
23,GBAA3926
23,GBAA3927
23,GBAA3997
23,GBAA4319
23,GBAA4346
23,GBAA4383
23,GBAA4384
23,GBAA4385
23,GBAA4386
23,GBAA4387
23,GBAA4388
23,GBAA4447
23,GBAA4448
23,GBAA4449
23,GBAA4616
23,GBAA4617
23,GBAA4666
23,GBAA4750
23,GBAA4766
23,GBAA4767
23,GBAA4802
23,GBAA4803
23,GBAA5049
23,GBAA5054
23,GBAA5061
23,GBAA5155
23,GBAA5173
23,GBAA5253
23,GBAA5415
23,GBAA5416
23,GBAA5464
23,GBAA5504
23,GBAA5505
23,GBAA5604
23,GBAA5689
24,GBAA0047
24,GBAA0149
24,GBAA0191
24,GBAA0196
24,GBAA0197
24,GBAA0225
24,GBAA0283
24,GBAA0298
24,GBAA0299
24,GBAA0398
24,GBAA0399
24,GBAA0412
24,GBAA0590
24,GBAA0894
24,GBAA0895
24,GBAA0915
24,GBAA0990
24,GBAA0991
24,GBAA0992
24,GBAA1017
24,GBAA1065
24,GBAA1114
24,GBAA1116
24,GBAA1120
24,GBAA1121
24,GBAA1126
24,GBAA1127
24,GBAA1137
24,GBAA1206
24,GBAA1330
24,GBAA1356
24,GBAA1496
24,GBAA1539
24,GBAA1587
24,GBAA1753
24,GBAA1781
24,GBAA1814
24,GBAA1820
24,GBAA1863
24,GBAA1879
24,GBAA1959
24,GBAA1960
24,GBAA2044
24,GBAA2064
24,GBAA2087
24,GBAA2117
24,GBAA2122
24,GBAA2178
24,GBAA2226
24,GBAA2227
24,GBAA2242
24,GBAA2356
24,GBAA2390
24,GBAA2411
24,GBAA2412
24,GBAA2428
24,GBAA2535
24,GBAA2562
24,GBAA2563
24,GBAA2569
24,GBAA2570
24,GBAA2573
24,GBAA2581
24,GBAA2596
24,GBAA2647
24,GBAA2662
24,GBAA2663
24,GBAA2683
24,GBAA2684
24,GBAA2685
24,GBAA2686
24,GBAA2687
24,GBAA2690
24,GBAA2699
24,GBAA2700
24,GBAA2701
24,GBAA2744
24,GBAA2745
24,GBAA2756
24,GBAA2761
24,GBAA2762
24,GBAA2763
24,GBAA2764
24,GBAA2765
24,GBAA2939
24,GBAA2940
24,GBAA2941
24,GBAA2971
24,GBAA2988
24,GBAA3010
24,GBAA3011
24,GBAA3089
24,GBAA3090
24,GBAA3091
24,GBAA3091_S
24,GBAA3092
24,GBAA3093
24,GBAA3094
24,GBAA3095
24,GBAA3254
24,GBAA3281
24,GBAA3282
24,GBAA3283
24,GBAA3285
24,GBAA3318
24,GBAA3506
24,GBAA3507
24,GBAA3536
24,GBAA3537
24,GBAA3610
24,GBAA3646
24,GBAA3647
24,GBAA3648
24,GBAA3686
24,GBAA3732
24,GBAA3907
24,GBAA3908
24,GBAA4070
24,GBAA4071
24,GBAA4072
24,GBAA4135
24,GBAA4234
24,GBAA4369
24,GBAA4439
24,GBAA4591
24,GBAA4759
24,GBAA4760
24,GBAA4762
24,GBAA4800
24,GBAA4836
24,GBAA4860
24,GBAA4894
24,GBAA4915
24,GBAA4927
24,GBAA5495
24,GBAA5585
24,GBAA5586
24,GBAA5667
24,GBAA5706
24,GBAA_PXO1_0005
24,GBAA_PXO1_0142
24,GBAA_PXO1_0164
24,GBAA_PXO1_0190
24,GBAA_PXO1_0191
25,GBAA0057
25,GBAA0058
25,GBAA0415
25,GBAA0535
25,GBAA0542
25,GBAA0548
25,GBAA1459
25,GBAA1614
25,GBAA1922
25,GBAA2049
25,GBAA2109
25,GBAA2252
25,GBAA2253
25,GBAA2421
25,GBAA2696
25,GBAA2697
25,GBAA2767
25,GBAA3197
25,GBAA3198
25,GBAA3357
25,GBAA3388
25,GBAA3476
25,GBAA3477
25,GBAA3485
25,GBAA3545
25,GBAA4050
25,GBAA4054
25,GBAA4311
25,GBAA4312
25,GBAA5013
25,GBAA5566
25,GBAA5567
26,GBAA0059
26,GBAA0315
26,GBAA0316
26,GBAA0342
26,GBAA0384
26,GBAA0386
26,GBAA0387
26,GBAA0388
26,GBAA0395
26,GBAA0417
26,GBAA0649
26,GBAA0784
26,GBAA0851
26,GBAA0852
26,GBAA0879
26,GBAA1087
26,GBAA1244
26,GBAA1256
26,GBAA1381
26,GBAA1382
26,GBAA1605
26,GBAA1633
26,GBAA1725
26,GBAA1726
26,GBAA1756
26,GBAA1797
26,GBAA1828
26,GBAA1830
26,GBAA1837
26,GBAA1956
26,GBAA1965
26,GBAA2046
26,GBAA2066
26,GBAA2215
26,GBAA2288
26,GBAA2347
26,GBAA2438
26,GBAA2467
26,GBAA2503
26,GBAA2629
26,GBAA2677
26,GBAA2678
26,GBAA2788
26,GBAA2789
26,GBAA2794
26,GBAA2810
26,GBAA2811
26,GBAA2812
26,GBAA2911
26,GBAA2996
26,GBAA3005
26,GBAA3006
26,GBAA3118
26,GBAA3278
26,GBAA3376
26,GBAA3424
26,GBAA3526
26,GBAA3603
26,GBAA3715
26,GBAA3722
26,GBAA3723
26,GBAA3724
26,GBAA3726
26,GBAA4059
26,GBAA4168
26,GBAA4169
26,GBAA4426
26,GBAA4460
26,GBAA4461
26,GBAA4462
26,GBAA4463
26,GBAA4471
26,GBAA4472
26,GBAA4477
26,GBAA4478
26,GBAA4479
26,GBAA4581
26,GBAA4841
26,GBAA4854
26,GBAA4856
26,GBAA4874
26,GBAA4883
26,GBAA4941
26,GBAA4953
26,GBAA4954
26,GBAA4993
26,GBAA5057
26,GBAA5189
26,GBAA5208
26,GBAA5225
26,GBAA5226
26,GBAA5292
26,GBAA5348
26,GBAA5349
26,GBAA5399
26,GBAA5401
26,GBAA5402
27,GBAA0060
27,GBAA1846
28,GBAA0061
28,GBAA0526
28,GBAA0580
28,GBAA0986
28,GBAA0987
28,GBAA0998
28,GBAA0999
28,GBAA1000
28,GBAA1187
28,GBAA1464
28,GBAA1577
28,GBAA1578
28,GBAA1612
28,GBAA1616
28,GBAA1744
28,GBAA1902
28,GBAA1931
28,GBAA1932
28,GBAA1932_X
28,GBAA1933
28,GBAA1934
28,GBAA1935
28,GBAA1936
28,GBAA1971
28,GBAA2067
28,GBAA2083
28,GBAA2183
28,GBAA2287
28,GBAA2470
28,GBAA2507
28,GBAA2607
28,GBAA2633
28,GBAA2773
28,GBAA2774
28,GBAA2775
28,GBAA2776
28,GBAA2853
28,GBAA2897
28,GBAA2898
28,GBAA2970
28,GBAA3164
28,GBAA3172
28,GBAA3173
28,GBAA3174
28,GBAA3175
28,GBAA3176
28,GBAA3267
28,GBAA3268
28,GBAA3269
28,GBAA3540
28,GBAA3541
28,GBAA3736
28,GBAA3854
28,GBAA3863
28,GBAA4043
28,GBAA4044
28,GBAA4202
28,GBAA4222
28,GBAA4297
28,GBAA4314
28,GBAA4688
28,GBAA5009
28,GBAA5039
28,GBAA5224
28,GBAA5524
28,GBAA5570
28,GBAA5633
28,GBAA5654
28,GBAA5655
28,GBAA5656
29,GBAA0065
29,GBAA0244
29,GBAA0255
29,GBAA0260
29,GBAA0308
29,GBAA0821
29,GBAA0893
29,GBAA1166
29,GBAA1403
29,GBAA1497
29,GBAA1498
29,GBAA1499
29,GBAA1557
29,GBAA1560
29,GBAA1655
29,GBAA1656
29,GBAA1688
29,GBAA1721
29,GBAA1785
29,GBAA1870
29,GBAA1872
29,GBAA3015
29,GBAA3511
29,GBAA4776
29,GBAA4777
29,GBAA4972
29,GBAA4973
29,GBAA4974
29,GBAA5390
30,GBAA0066
30,GBAA0089
30,GBAA0154
30,GBAA1559
30,GBAA2021
30,GBAA3410
30,GBAA3479
30,GBAA3666
30,GBAA4188
30,GBAA4758
30,GBAA5186
30,GBAA5531
31,GBAA0077
31,GBAA0078
31,GBAA0079
31,GBAA0745
31,GBAA2634
32,GBAA0080
32,GBAA0612
32,GBAA0732
32,GBAA1036
32,GBAA1053
32,GBAA3662
32,GBAA4552
32,GBAA5133
32,GBAA5254
33,GBAA0088
33,GBAA0184
33,GBAA0354
33,GBAA0389
33,GBAA0432
33,GBAA0838
33,GBAA1043
33,GBAA1204
33,GBAA1365
33,GBAA1510
33,GBAA1759
33,GBAA1954
33,GBAA1962
33,GBAA1963
33,GBAA2011
33,GBAA2053
33,GBAA2171
33,GBAA2172
33,GBAA2272
33,GBAA2406
33,GBAA2611
33,GBAA2622
33,GBAA3348
33,GBAA3398
33,GBAA3399
33,GBAA3524
33,GBAA3525
33,GBAA3552
33,GBAA3654
33,GBAA3735
33,GBAA3935
33,GBAA3936
33,GBAA3937
33,GBAA4282
33,GBAA4328
33,GBAA4548
33,GBAA4882
33,GBAA4920
33,GBAA5043
33,GBAA5169
33,GBAA5170
33,GBAA5267
33,GBAA5383
34,GBAA0091
34,GBAA0618
34,GBAA1457
34,GBAA2361
34,GBAA2572
34,GBAA2769
34,GBAA2800
34,GBAA3342
34,GBAA3487_S
34,GBAA3652
34,GBAA3948
34,GBAA3949
34,GBAA5177
35,GBAA0092
35,GBAA0341
35,GBAA1816
35,GBAA2084
35,GBAA2399
35,GBAA4260
35,GBAA4261
35,GBAA4519
35,GBAA4690
35,GBAA4830
35,GBAA4831
35,GBAA4866
35,GBAA4873
35,GBAA5096
35,GBAA5510
35,GBAA5511
35,GBAA5704
36,GBAA0094
36,GBAA0095
36,GBAA0188
36,GBAA0245
36,GBAA0246
36,GBAA0247
36,GBAA0268
36,GBAA0271
36,GBAA0288
36,GBAA0289
36,GBAA0333
36,GBAA0334
36,GBAA0406
36,GBAA0422
36,GBAA0425
36,GBAA0426
36,GBAA0498
36,GBAA0499
36,GBAA0520
36,GBAA0522
36,GBAA0562
36,GBAA0585
36,GBAA0662
36,GBAA0663
36,GBAA0775
36,GBAA0815
36,GBAA0834
36,GBAA0875
36,GBAA0877
36,GBAA0939
36,GBAA1013
36,GBAA1209
36,GBAA1304
36,GBAA1452
36,GBAA1501
36,GBAA1569
36,GBAA1570
36,GBAA1571
36,GBAA1591
36,GBAA1639
36,GBAA1770
36,GBAA1881
36,GBAA1974
36,GBAA1975
36,GBAA2792
36,GBAA3435
36,GBAA3436
36,GBAA3597
36,GBAA3615
36,GBAA3837
36,GBAA3946
36,GBAA4005
36,GBAA4029
36,GBAA4030
36,GBAA4063
36,GBAA4166
36,GBAA4171
36,GBAA4362
36,GBAA4364
36,GBAA4366
36,GBAA4436
36,GBAA4508
36,GBAA4509
36,GBAA4536
36,GBAA4541
36,GBAA4542
36,GBAA4543
36,GBAA4562
36,GBAA4563
36,GBAA4610
36,GBAA4611
36,GBAA4630
36,GBAA4638
36,GBAA4757
36,GBAA4798
36,GBAA4825
36,GBAA4888
36,GBAA4899
36,GBAA4900
36,GBAA4902
36,GBAA4938
36,GBAA4950
36,GBAA4959
36,GBAA4960
36,GBAA4988
36,GBAA4992
36,GBAA4996
36,GBAA4997
36,GBAA5001
36,GBAA5002
36,GBAA5025
36,GBAA5106
36,GBAA5108
36,GBAA5113
36,GBAA5126
36,GBAA5151
36,GBAA5166
36,GBAA5265
36,GBAA5335
36,GBAA5336
36,GBAA5337
36,GBAA5385
36,GBAA5388
36,GBAA5405
36,GBAA5432
36,GBAA5466
36,GBAA5475
36,GBAA5486
36,GBAA5487
36,GBAA5614
36,GBAA5615
36,GBAA5632
36,GBAA5634
36,GBAA5661
36,GBAA5662
36,GBAA5672
36,GBAA5686
36,GBAA5693
37,GBAA0140
37,GBAA0141
37,GBAA0142
37,GBAA0253
37,GBAA0254
37,GBAA1243
37,GBAA1282
37,GBAA1564
37,GBAA1804
37,GBAA1812
37,GBAA2037
37,GBAA2530
37,GBAA2951
37,GBAA3618
37,GBAA3655
37,GBAA3697
37,GBAA3950
37,GBAA4357
38,GBAA0150
38,GBAA0176
38,GBAA0229
38,GBAA0249
38,GBAA0252
38,GBAA0274
38,GBAA0280
38,GBAA0494
38,GBAA0512
38,GBAA0550
38,GBAA0551
38,GBAA0765
38,GBAA0767
38,GBAA0804
38,GBAA0805
38,GBAA0860
38,GBAA0861
38,GBAA1021
38,GBAA1081
38,GBAA1156
38,GBAA1201
38,GBAA1207
38,GBAA1233
38,GBAA1236
38,GBAA1341
38,GBAA1413
38,GBAA1523
38,GBAA1757
38,GBAA1763
38,GBAA1847
38,GBAA1858
38,GBAA1924
38,GBAA1947
38,GBAA2292
38,GBAA2304
38,GBAA2344
38,GBAA2419
38,GBAA2450
38,GBAA2460
38,GBAA2486
38,GBAA2786
38,GBAA2790
38,GBAA2791
38,GBAA2861
38,GBAA2893_X
38,GBAA2975
38,GBAA2979
38,GBAA2980
38,GBAA2982
38,GBAA3030
38,GBAA3189
38,GBAA3298
38,GBAA3372
38,GBAA3373
38,GBAA3448
38,GBAA3449
38,GBAA3497
38,GBAA3636
38,GBAA3668
38,GBAA3906
38,GBAA4069
38,GBAA4138
38,GBAA4198
38,GBAA4301
38,GBAA4317
38,GBAA4351
38,GBAA4450
38,GBAA4451
38,GBAA4501
38,GBAA4507
38,GBAA4554
38,GBAA4659
38,GBAA4691
38,GBAA4692
38,GBAA4722
38,GBAA4884
38,GBAA4892
38,GBAA4957
38,GBAA5030
38,GBAA5128
38,GBAA5154
38,GBAA5188
38,GBAA5207
38,GBAA5448
38,GBAA5528
38,GBAA5640
38,GBAA5641
38,GBAA5728
39,GBAA0152_S
39,GBAA0372
39,GBAA0467
39,GBAA0474
39,GBAA0737
39,GBAA0752
39,GBAA0754
39,GBAA0755
39,GBAA0776
39,GBAA0777
39,GBAA0778
39,GBAA0779
39,GBAA0780
39,GBAA0781
39,GBAA1015
39,GBAA1406
39,GBAA1760
39,GBAA1805
39,GBAA1897
39,GBAA1912
39,GBAA1913
39,GBAA1941
39,GBAA2150
39,GBAA2258
39,GBAA2262
39,GBAA2325
39,GBAA2331
39,GBAA2433
39,GBAA2506
39,GBAA2516
39,GBAA2947
39,GBAA3020
39,GBAA3220
39,GBAA3302
39,GBAA3493
39,GBAA3565
39,GBAA3605
39,GBAA3768
39,GBAA4307
39,GBAA4371
39,GBAA4506
39,GBAA4598
39,GBAA4663
39,GBAA4807
39,GBAA5164
39,GBAA5357
39,GBAA5454
39,GBAA5629
39,GBAA5630
39,GBAA5631
39,GBAA_PXO1_0068
39,GBAA_PXO1_0146
39,GBAA_PXO1_0154
39,GBAA_PXO1_0214
40,GBAA0153
40,GBAA0376
40,GBAA0871
40,GBAA0960
40,GBAA0972
40,GBAA0973
40,GBAA1262
40,GBAA2031
40,GBAA2177
40,GBAA2201
40,GBAA2279
40,GBAA3598
40,GBAA3695
40,GBAA4216
40,GBAA4248
40,GBAA5608
41,GBAA0158
41,GBAA0228
41,GBAA0340
41,GBAA0355
41,GBAA0356
41,GBAA0357
41,GBAA0358
41,GBAA0446
41,GBAA0447
41,GBAA0449
41,GBAA0452
41,GBAA0503
41,GBAA0504
41,GBAA0513
41,GBAA0515
41,GBAA0555
41,GBAA0584
41,GBAA0591
41,GBAA0627
41,GBAA0727
41,GBAA0736
41,GBAA0811
41,GBAA0812
41,GBAA1202
41,GBAA1203
41,GBAA1260
41,GBAA1344
41,GBAA1345
41,GBAA1440
41,GBAA1441
41,GBAA1443
41,GBAA1582
41,GBAA1617
41,GBAA1648
41,GBAA1653
41,GBAA1654
41,GBAA1742
41,GBAA1840
41,GBAA1842
41,GBAA1915
41,GBAA1940
41,GBAA1961
41,GBAA1992
41,GBAA2004
41,GBAA2045
41,GBAA2326
41,GBAA2327
41,GBAA2330
41,GBAA2332
41,GBAA2333
41,GBAA2335
41,GBAA2346
41,GBAA2413
41,GBAA2446
41,GBAA2448
41,GBAA2449
41,GBAA2554
41,GBAA2594
41,GBAA2639
41,GBAA2681
41,GBAA2803
41,GBAA2805
41,GBAA2830
41,GBAA2856
41,GBAA2877
41,GBAA2878
41,GBAA2888
41,GBAA2920
41,GBAA2973
41,GBAA2998
41,GBAA3003
41,GBAA3023
41,GBAA3025
41,GBAA3026
41,GBAA3027
41,GBAA3028
41,GBAA3074
41,GBAA3085
41,GBAA3214
41,GBAA3225
41,GBAA3379
41,GBAA3460
41,GBAA3461
41,GBAA3462
41,GBAA3494
41,GBAA3543
41,GBAA3544
41,GBAA3546
41,GBAA3547
41,GBAA3550
41,GBAA3601
41,GBAA3627
41,GBAA3673
41,GBAA3720
41,GBAA3721
41,GBAA3725
41,GBAA3728
41,GBAA3767
41,GBAA3806
41,GBAA3828
41,GBAA3841
41,GBAA3897
41,GBAA4114
41,GBAA4115
41,GBAA4143
41,GBAA4144
41,GBAA4145
41,GBAA4146
41,GBAA4186
41,GBAA4207
41,GBAA4213
41,GBAA4243
41,GBAA4250
41,GBAA4254
41,GBAA4255
41,GBAA4262
41,GBAA4263
41,GBAA4266
41,GBAA4279
41,GBAA4323
41,GBAA4347
41,GBAA4378
41,GBAA4380
41,GBAA4464
41,GBAA4465
41,GBAA4466
41,GBAA4660
41,GBAA4723
41,GBAA4725
41,GBAA4741
41,GBAA4886
41,GBAA4887
41,GBAA4964
41,GBAA5023
41,GBAA5067
41,GBAA5172
41,GBAA5198
41,GBAA5232
41,GBAA5321
41,GBAA5326
41,GBAA5384
41,GBAA5400
41,GBAA5425
41,GBAA5543
42,GBAA0159
42,GBAA0189
42,GBAA3014
42,GBAA3509
42,GBAA3510
42,GBAA3890
42,GBAA4109
42,GBAA4277
42,GBAA4770
42,GBAA4772
42,GBAA4774
42,GBAA4811
42,GBAA4914
42,GBAA5230
42,GBAA5231
42,GBAA5352
42,GBAA5353
42,GBAA5459
42,GBAA5529
42,GBAA5653
42,GBAA_PXO1_0015
42,GBAA_PXO1_0018
42,GBAA_PXO1_0115
43,GBAA0161
43,GBAA0163
43,GBAA0375
43,GBAA0517
43,GBAA0624
43,GBAA0654
43,GBAA0674
43,GBAA1063
43,GBAA1078
43,GBAA1143
43,GBAA1177
43,GBAA1189
43,GBAA1313
43,GBAA1383
43,GBAA1455
43,GBAA1456
43,GBAA1606
43,GBAA1779
43,GBAA1907
43,GBAA1910
43,GBAA2173
43,GBAA2388
43,GBAA2992
43,GBAA2993
43,GBAA3227
43,GBAA3229
43,GBAA3230
43,GBAA3251
43,GBAA3303
43,GBAA3628
43,GBAA3629
43,GBAA3702
43,GBAA3856
43,GBAA4023
43,GBAA4024
43,GBAA4201
43,GBAA4245
43,GBAA4271
43,GBAA4329
43,GBAA4455
43,GBAA4817
43,GBAA4819
43,GBAA4939
43,GBAA4940
43,GBAA4945
43,GBAA5017
43,GBAA5146
43,GBAA5210
43,GBAA5213
43,GBAA5214
43,GBAA5215
43,GBAA5289
43,GBAA5300
43,GBAA5301
43,GBAA5331
43,GBAA5347
43,GBAA5382
43,GBAA5660
43,GBAA5685
43,GBAA5711
43,GBAA5717
43,GBAA5718
44,GBAA0162
44,GBAA0206
44,GBAA0207
44,GBAA0212
44,GBAA0300
44,GBAA0301
44,GBAA0942
44,GBAA1646
44,GBAA1807
44,GBAA1973
44,GBAA2840
44,GBAA3750
44,GBAA3833
44,GBAA3834
44,GBAA3855
44,GBAA4265
44,GBAA5272
44,GBAA5428
44,GBAA5437
44,GBAA5463
44,GBAA5501
45,GBAA0164
45,GBAA0264
45,GBAA0265
45,GBAA0721
45,GBAA0881
45,GBAA1167
45,GBAA1318
45,GBAA1378
45,GBAA1520
45,GBAA1558
45,GBAA1601
45,GBAA1602
45,GBAA1603
45,GBAA1723
45,GBAA1832
45,GBAA1833
45,GBAA2019
45,GBAA2099
45,GBAA2424
45,GBAA2646
45,GBAA3077
45,GBAA3149
45,GBAA3150
45,GBAA3151
45,GBAA3320
45,GBAA3321
45,GBAA3658
45,GBAA3699
45,GBAA3836
45,GBAA3942
45,GBAA3979
45,GBAA3980
45,GBAA4058
45,GBAA4141
45,GBAA4306
45,GBAA4373
45,GBAA4526
45,GBAA5059
45,GBAA5060
45,GBAA5235
45,GBAA5429
45,GBAA5455
45,GBAA5642
46,GBAA0165
46,GBAA0238
46,GBAA0538
46,GBAA0657
46,GBAA0658
46,GBAA0916
46,GBAA0917
46,GBAA0918
46,GBAA1086
46,GBAA1162
46,GBAA1255
46,GBAA1494
46,GBAA1746
46,GBAA1813
46,GBAA1856
46,GBAA2015
46,GBAA2043
46,GBAA2225
46,GBAA2277
46,GBAA2378
46,GBAA2418
46,GBAA2444
46,GBAA2469
46,GBAA2484
46,GBAA2742
46,GBAA2751
46,GBAA2752
46,GBAA2847
46,GBAA2930
46,GBAA2952
46,GBAA3073
46,GBAA3086
46,GBAA3087
46,GBAA3393
46,GBAA3682
46,GBAA3683
46,GBAA3692
46,GBAA3872
46,GBAA4132
46,GBAA4164
46,GBAA4165
46,GBAA4204
46,GBAA4223
46,GBAA4240
46,GBAA4326
46,GBAA4550
46,GBAA4837
46,GBAA4838
46,GBAA4839
46,GBAA5116
46,GBAA5395
46,GBAA5496
46,GBAA5664
46,GBAA_PXO1_0123
47,GBAA0167
47,GBAA0492
47,GBAA0610
47,GBAA0659
47,GBAA0822
47,GBAA0823
47,GBAA0824
47,GBAA1205
47,GBAA1292
47,GBAA1321
47,GBAA1350
47,GBAA1511
47,GBAA1650
47,GBAA1815
47,GBAA1898
47,GBAA1943
47,GBAA2029
47,GBAA2145
47,GBAA2146
47,GBAA2221
47,GBAA3576
47,GBAA4251
47,GBAA4252
47,GBAA4341
